ParticleID,X,Y,ConfidenceRadius
3.0,475295.07187732676,539904.8767909039,0.276666431334894
4.0,475294.8514915631,539904.2583985762,0.05179558406664102
105.0,475294.0636823057,539902.7642392478,0.011478925132035364
25.0,475294.2319556141,539904.435852063,0.04355703984261441
30.0,475293.90986487543,539904.7225636868,0.054644706705095705
67.0,475294.35831849143,539904.8075956642,0.08254438915980668
7.0,475292.8102082694,539902.6192312093,0.11125571744905914
42.0,475291.8169966361,539901.1845610376,0.07426456564553414
44.0,475292.4577933695,539901.1054856366,0.018167222778407783
24.0,475292.20290175127,539902.8582922056,0.34359469201550163
13.0,475292.6939608778,539902.534949733,0.17398520309336374
16.0,475288.63106701523,539899.6744766469,0.466327730094517
112.0,475288.94207676157,539900.1971349306,0.03828009569342986
55.0,475292.8282689335,539902.1968059401,0.21711472834463905
57.0,475292.78247859114,539901.7033809627,0.017223868717002995
87.0,475292.4886537643,539902.6495972788,0.4938686733169196
80.0,475291.61271335604,539901.3301737326,0.04665771337942149
127.0,475290.86990757496,539900.3773864895,0.09295807128530371
134.0,475288.69703461806,539900.1330014974,0.1783561666925301
6.0,475291.28342075,539901.1905864952,0.023471729009321294
92.0,475290.75121762353,539900.9647634464,0.10090443049409316
96.0,475291.0234700043,539900.8931333404,0.23541775572445012
12.0,475290.91645100573,539900.4609900219,0.09764687793942145
125.0,475291.52046133205,539901.2682335688,0.0116693863715912
77.0,475291.73071301,539901.0875682385,0.7339432142926444
76.0,475290.8171357298,539900.9253048605,0.023833542512656344
69.0,475290.63948371605,539900.4717746732,0.09334593565536199
36.0,475291.1957968169,539900.5108143513,0.09882509265103022
107.0,475290.52089263353,539900.7173824074,0.07448887685904848
132.0,475290.8847274136,539901.2763070416,0.07958635924551032
85.0,475289.9571803857,539900.6231083091,0.05841003147100181
165.0,475293.7996452337,539903.2712916114,0.057902041998921315
166.0,475293.6766893189,539902.8838689154,0.062054908725933715
10.0,475293.6417611283,539904.4198202261,0.001181704769853268
150.0,475293.89781204076,539904.1583976578,0.038631351089195604
156.0,475292.8328402442,539903.3008243494,0.2552524403121662
157.0,475294.1426369837,539903.0694285419,0.00011067797347279402
90.0,475232.6426111495,539954.731991253,0.11456276474975513
19.0,475231.2736890234,539953.2814724018,0.5544764201420574
120.0,475232.1036249288,539954.4892645058,0.27978657107255056
60.0,475231.23226352036,539952.891457586,0.5678531622111503
123.0,475233.06320877397,539954.6097626236,0.007894912859546134
81.0,475232.3141375701,539953.7437086293,0.6739759849803318
11.0,475231.05608994793,539953.2280793218,0.5372868301915268
97.0,475231.15250506176,539953.3563346341,0.46627672679606835
37.0,475231.1548289543,539953.3020094604,0.4894543696071346
108.0,475231.26091227477,539953.0776419662,0.5952501703149113
35.0,475232.1270169614,539953.6396596447,0.30711689278124116
91.0,475230.83151514037,539953.143399903,0.554530763469308
121.0,475231.1519574478,539953.7419984082,0.4032736503508557
46.0,475230.9787846341,539953.4827493428,0.39223960315070416
75.0,475230.905970083,539953.2892940602,0.4630130768840527
118.0,475230.7688579676,539953.774451997,0.8429452679407311
23.0,475233.49446058396,539955.6857094183,0.2115250272233823
110.0,475232.0949775618,539954.3590605325,0.2914504696240295
61.0,475232.3484016021,539953.3949048033,0.40226239381544493
52.0,475231.9682332392,539953.4286636445,0.48479042348370216
