ParticleID,X,Y,ConfidenceRadius
3.0,475294.8082179749,539902.3003862717,0.17813253063432252
30.0,475293.56848092866,539902.5764074188,0.22860107410017344
25.0,475294.30654649227,539902.653212269,0.043171180493974455
54.0,475294.40104283736,539902.3769116277,0.08566904896447541
87.0,475293.6861760548,539903.268504473,0.14945473194921646
5.0,475294.706463847,539902.9393223367,0.1994391188985733
88.0,475294.5800860685,539902.6332633463,0.16331168145673827
24.0,475293.75644994044,539903.347351342,0.19530197843985858
38.0,475293.80637840246,539903.1834276562,0.16851921007591336
72.0,475294.6562719538,539903.0763839697,0.17479513775845432
67.0,475294.0051537222,539902.7000126613,0.027520140027937127
82.0,475294.42101237475,539902.0396967818,0.12054747495919224
7.0,475292.7091396635,539902.9028297184,0.35517564283625536
44.0,475293.01848269725,539902.8768228455,0.14802925388216828
105.0,475294.158163751,539902.6720949163,0.04821784161775194
99.0,475292.6475252313,539903.0149230594,0.33585523400956063
13.0,475292.9237983299,539903.3995348347,0.2723068963759476
16.0,475294.2187394838,539903.5666638068,0.16041609027974466
112.0,475292.61035463837,539902.4941030252,0.11071678095894118
33.0,475293.0623074148,539903.3530704047,0.29009138645252386
117.0,475293.65007690043,539903.2018857161,0.06359113983204388
26.0,475293.84540188685,539902.8744059013,0.01300498425649097
55.0,475293.02747808956,539903.4198615616,0.25809021141959526
32.0,475291.9803875597,539901.5321235997,0.0663901338732359
57.0,475293.1027061372,539902.1577088448,0.0036471311707758523
104.0,475292.9968201004,539903.0320631658,0.1257911910948606
51.0,475294.4321299205,539903.0634820877,0.13645138289340442
80.0,475293.5931956119,539903.1549493056,0.07532481967172922
63.0,475292.9656310251,539902.7636354294,0.09512594807527842
1026.0,475293.8045391278,539902.6369404461,0.030164795498693775
1055.0,475293.21021273825,539901.9313001352,0.07277764468717941
134.0,475293.040518099,539902.5173504626,0.042019367355267574
79.0,475292.07922316965,539901.2590888053,0.06423293231858114
1044.0,475292.4133674858,539901.9584413788,0.07979399820484445
1065.0,475292.8408612739,539902.6643894083,0.2038028228347573
6.0,475291.7296195607,539901.3696927074,0.10897429699547008
92.0,475292.51230784453,539901.3624614388,0.06081994497116449
96.0,475292.4231471377,539901.8871550724,0.05347605923648976
12.0,475292.091837024,539901.313393728,0.027974928516966598
125.0,475292.63486917084,539901.5599191469,0.10059010034077255
68.0,475292.105990451,539901.0959140483,0.07601398945784058
86.0,475292.7108193675,539901.6043271204,0.07839339151206205
126.0,475292.45957685314,539901.4393643333,0.07856989731814691
77.0,475291.99948285543,539901.6291563854,0.0792173499648775
76.0,475292.1710989724,539901.6354291268,0.1579411270660632
69.0,475292.0194272572,539901.3558793421,0.13726004581384965
74.0,475291.9463662333,539901.5985845723,0.1066308165580155
1028.0,475291.7440234246,539901.210563063,0.07402519399692534
114.0,475232.3023076567,539954.0605092926,0.08594734504310046
90.0,475232.8415461105,539954.7656840516,0.09765356000574997
19.0,475232.7987242013,539954.8975301618,0.08144988104591135
106.0,475232.9365835684,539955.1083132372,0.06923220652169587
49.0,475232.5325763267,539954.8412348299,0.0998422274181496
128.0,475232.05569064216,539954.7061867398,0.08107686376549415
47.0,475233.14420285117,539954.614733778,0.14491948885585462
39.0,475233.00944896805,539955.1086957954,0.023230933418211346
124.0,475232.28633718233,539955.0084470832,0.05771966884288728
1048.0,475233.05757016013,539954.6981954026,0.16067858471910504
11.0,475231.2331982958,539953.5703347973,0.08154272670215487
35.0,475231.9068186425,539953.8438141821,0.020984080540575153
121.0,475231.3801972682,539953.9525603327,0.0498641618380724
46.0,475231.2295976384,539953.7510998553,0.020983504416471444
1042.0,475231.4713507001,539953.4272282437,0.09799126938385867
131.0,475231.6696604206,539953.2852769977,0.06034434311807409
75.0,475231.2322810555,539953.7920673784,0.06918559606965961
40.0,475231.6838363454,539953.8010485725,0.03493421293353525
118.0,475231.6627065492,539953.8026249046,0.01374571666078996
1.0,475238.79492719844,539969.2760874595,0.048131163813334876
41.0,475238.92360840965,539968.8453316317,0.021607802784886602
17.0,475238.996982551,539969.2953867494,0.028770559791400165
29.0,475238.71623877255,539968.8930054642,0.06228934806078169
119.0,475238.5374661646,539968.7246615748,0.030738580790581196
45.0,475239.0835533622,539968.8650799679,0.06483950171107776
20.0,475238.5888606277,539968.7274101035,0.012250083142768254
34.0,475238.38076278876,539969.1361912108,0.017751979281385798
64.0,475238.6027827408,539968.8334797962,0.04171094507238199
56.0,475238.4930751428,539969.0947948882,0.005823944668450504
78.0,475238.84923544317,539969.4071574602,0.0005215569011702443
1002.0,475238.9726441847,539968.4242722391,0.004823388524331056
9.0,475238.3861286547,539969.3116994346,0.05982200091130846
111.0,475238.59386548476,539968.235519787,0.568213065297095
97.0,475237.60325598234,539970.752242674,0.048959832086437845
37.0,475237.8706934338,539971.2463160617,0.4867446462885551
108.0,475237.6178554305,539970.6990698074,0.5556060926664855
89.0,475238.3512758824,539969.6040784763,0.2183044101050782
68.0,475238.44879382354,539969.4465236444,0.06662273710859726
102.0,475238.74900694523,539968.8941648994,0.11239311981369028
116.0,475238.64785845485,539968.8538166373,0.013706903220196007
122.0,475238.5482001305,539969.5218408654,0.034474735604870535
135.0,475238.58981754776,539968.4804167486,0.038813321633891645
