particleID,gravelometer_size,ID,Date1,Date2,DistanceD,intersect?,intersection_area,MaxD,MinD,Radius1,Radius2,Date1,Date2,DistanceD,intersect?,intersection_area,MaxD,MinD,Radius1,Radius2,Date1,Date2,DistanceD,intersect?,intersection_area,MaxD,MinD,Radius1,Radius2,Date1,Date2,DistanceD,intersect?,intersection_area,MaxD,MinD,Radius1,Radius2,Date1,Date2,DistanceD,intersect?,intersection_area,MaxD,MinD,Radius1,Radius2,Date1,Date2,DistanceD,intersect?,intersection_area,MaxD,MinD,Radius1,Radius2,Date1,Date2,DistanceD,intersect?,intersection_area,MaxD,MinD,Radius1,Radius2,Date1,Date2,DistanceD,intersect?,intersection_area,MaxD,MinD,Radius1,Radius2
25,64,25,03_28_2022,07_06_2022,0.239727604,FALSE,0,0.7349058,0,0.403763831,0.091414365,07_06_2022,08_06_2022,2.239870231,FALSE,0,2.367492126,2.112248336,0.091414365,0.03620753,08_06_2022,08_09_2022,0.884107641,FALSE,0,1.229561687,0.538653595,0.03620753,0.309246516,08_09_2022,08_24_22,0.388311188,FALSE,0,0.744756074,0.031866302,0.309246516,0.04719837,08_24_22,03_24_2023,1.518992509,FALSE,0,1.60936206,1.428622959,0.04719837,0.04317118,03_24_2023,06_17_2023,1.739740064,FALSE,0,1.837727135,1.641752994,0.04317118,0.05481589,06_17_2023,07_31_2023,0.046643198,TRUE,0.003140404,0.145016128,0,0.05481589,0.04355704,07_31_2023,09_20_2023,,,0,,,0.04355704,
28,64,28,03_28_2022,07_06_2022,,,0,,,,,07_06_2022,08_06_2022,,,0,,,,,08_06_2022,08_09_2022,,,0,,,,,08_09_2022,08_24_22,,,0,,,,,08_24_22,03_24_2023,,,0,,,,,03_24_2023,06_17_2023,,,0,,,,,06_17_2023,07_31_2023,,,0,,,,,07_31_2023,09_20_2023,,,0,,,,
29,64,29,03_28_2022,07_06_2022,0.026818659,TRUE,8.47E-05,0.06008888,0,0.013706025,0.019564197,07_06_2022,08_06_2022,0.097592553,FALSE,0,0.144522823,0.050662284,0.019564197,0.027366073,08_06_2022,08_09_2022,0.03167801,FALSE,0,0.127272707,0,0.027366073,0.068228624,08_09_2022,08_24_22,0.058393333,TRUE,0.002033969,0.158255637,0,0.068228624,0.03163368,08_24_22,03_24_2023,0.101396638,FALSE,0,0.195319666,0.00747361,0.03163368,0.062289348,03_24_2023,06_17_2023,,,0,,,0.062289348,,06_17_2023,07_31_2023,,,0,,,,,07_31_2023,09_20_2023,,,0,,,,2.525537485
19,64,19,03_28_2022,07_06_2022,1.283792104,FALSE,0,1.841874857,0.725709351,0.422868677,0.135214076,07_06_2022,08_06_2022,0.0425851,FALSE,0,0.228792997,0,0.135214076,0.050993821,08_06_2022,08_09_2022,0.012300909,FALSE,0,0.136902317,0,0.050993821,0.073607587,08_09_2022,08_24_22,0.068012491,TRUE,0.000135285,0.148320828,0,0.073607587,0.006700751,08_24_22,03_24_2023,0.4793135,FALSE,0,0.567464131,0.391162868,0.006700751,0.081449881,03_24_2023,06_17_2023,1.245701504,FALSE,0,1.871604213,0.619798794,0.081449881,0.544452828,06_17_2023,07_31_2023,0.98142077,TRUE,0.039165201,2.080350018,0,0.544452828,0.55447642,07_31_2023,09_20_2023,0.060339755,TRUE,0.955199624,1.211812959,0,0.55447642,0.596996783
30,64,30,03_28_2022,07_06_2022,0.122593298,TRUE,0.030993236,0.410805106,0,0.141835088,0.146376721,07_06_2022,08_06_2022,2.275901353,FALSE,0,2.513549914,2.038252791,0.146376721,0.091271841,08_06_2022,08_09_2022,2.273521958,FALSE,0,2.443475964,2.103567952,0.091271841,0.078682165,08_09_2022,08_24_22,0.025949781,FALSE,0,0.117467538,0,0.078682165,0.012835592,08_24_22,03_24_2023,2.562585673,FALSE,0,2.804022339,2.321149007,0.012835592,0.228601074,03_24_2023,06_17_2023,2.163406082,FALSE,0,2.419596204,1.907215959,0.228601074,0.027589049,06_17_2023,07_31_2023,0.011043381,FALSE,0,0.093277136,0,0.027589049,0.054644707,07_31_2023,09_20_2023,0.011418776,FALSE,0,0.096852819,0,0.054644707,0.030789336
18,64,18,03_28_2022,07_06_2022,,,0,,,,,07_06_2022,08_06_2022,,,0,,,,,08_06_2022,08_09_2022,,,0,,,,,08_09_2022,08_24_22,,,0,,,,,08_24_22,03_24_2023,,,0,,,,,03_24_2023,06_17_2023,,,0,,,,0.008037744,06_17_2023,07_31_2023,0.078275346,FALSE,0,0.119024092,0.0375266,0.008037744,0.032711002,07_31_2023,09_20_2023,0.062091372,TRUE,0.001655689,0.159352148,0,0.032711002,0.064549774
21,64,21,03_28_2022,07_06_2022,,,0,,,,,07_06_2022,08_06_2022,,,0,,,,,08_06_2022,08_09_2022,,,0,,,,,08_09_2022,08_24_22,,,0,,,,,08_24_22,03_24_2023,,,0,,,,,03_24_2023,06_17_2023,,,0,,,,,06_17_2023,07_31_2023,,,0,,,,,07_31_2023,09_20_2023,,,0,,,,
17,64,17,03_28_2022,07_06_2022,0.100502014,FALSE,0,0.108786641,0.092217386,0.004791179,0.003493448,07_06_2022,08_06_2022,0.059423913,FALSE,0,0.071176145,0.047671682,0.003493448,0.008258784,08_06_2022,08_09_2022,0.018893095,FALSE,0,0.05612738,0,0.008258784,0.028975501,08_09_2022,08_24_22,0.031530301,FALSE,0,0.148939322,0,0.028975501,0.088433519,08_24_22,03_24_2023,0.023365053,FALSE,0,0.140569132,0,0.088433519,0.02877056,03_24_2023,06_17_2023,0.036378591,TRUE,0.002591516,0.12953735,0,0.02877056,0.064388199,06_17_2023,07_31_2023,0.02847315,TRUE,0.008175025,0.15043197,0,0.064388199,0.057570621,07_31_2023,09_20_2023,2.579643904,FALSE,0,5.456597832,0,0.057570621,2.819383307
170,64,170,03_28_2022,07_06_2022,,,0,,,,,07_06_2022,08_06_2022,,,0,,,,,08_06_2022,08_09_2022,,,0,,,,,08_09_2022,08_24_22,,,0,,,,,08_24_22,03_24_2023,,,0,,,,,03_24_2023,06_17_2023,,,0,,,,0.089579543,06_17_2023,07_31_2023,0.096798837,FALSE,0,0.398284845,0,0.089579543,0.211906466,07_31_2023,09_20_2023,0.035077745,FALSE,0,0.357088759,0,0.211906466,0.110104548
15,64,15,03_28_2022,07_06_2022,0.392289249,FALSE,0,0.587027597,0.1975509,0.060541507,0.134196841,07_06_2022,08_06_2022,0.259101387,FALSE,0,0.424114751,0.094088023,0.134196841,0.030816523,08_06_2022,08_09_2022,0.135459566,FALSE,0,0.253200372,0.01771876,0.030816523,0.086924283,08_09_2022,08_24_22,0.188197609,TRUE,0.002230928,0.406811801,0,0.086924283,0.131689909,08_24_22,03_24_2023,,,0,,,0.131689909,,03_24_2023,06_17_2023,,,0,,,,0.22864942,06_17_2023,07_31_2023,0.101725071,FALSE,0,0.365966356,0,0.22864942,0.035591865,07_31_2023,09_20_2023,0.142972473,TRUE,0.001766424,0.31987594,0,0.035591865,0.141311602
31,64,31,03_28_2022,07_06_2022,,,0,,,,,07_06_2022,08_06_2022,,,0,,,,,08_06_2022,08_09_2022,,,0,,,,,08_09_2022,08_24_22,,,0,,,,,08_24_22,03_24_2023,,,0,,,,,03_24_2023,06_17_2023,,,0,,,,,06_17_2023,07_31_2023,,,0,,,,,07_31_2023,09_20_2023,,,0,,,,
14,64,14,03_28_2022,07_06_2022,,,0,,,,,07_06_2022,08_06_2022,,,0,,,,,08_06_2022,08_09_2022,,,0,,,,,08_09_2022,08_24_22,,,0,,,,,08_24_22,03_24_2023,,,0,,,,,03_24_2023,06_17_2023,,,0,,,,,06_17_2023,07_31_2023,,,0,,,,,07_31_2023,09_20_2023,,,0,,,,
13,64,13,03_28_2022,07_06_2022,0.243196906,TRUE,0.003503793,0.523595812,0,0.147939334,0.132459572,07_06_2022,08_06_2022,0.067243546,FALSE,0,0.243896038,0,0.132459572,0.04419292,08_06_2022,08_09_2022,0.007179874,FALSE,0,0.158650646,0,0.04419292,0.107277852,08_09_2022,08_24_22,0.06884668,TRUE,0.019682396,0.276066737,0,0.107277852,0.099942206,08_24_22,03_24_2023,0.040215761,FALSE,0,0.412464864,0,0.099942206,0.272306896,03_24_2023,06_17_2023,0.925641767,FALSE,0,1.314985041,0.536298493,0.272306896,0.117036378,06_17_2023,07_31_2023,0.073811142,TRUE,0.040854502,0.364832723,0,0.117036378,0.173985203,07_31_2023,09_20_2023,0.08334082,TRUE,0.050639648,0.398236581,0,0.173985203,0.140910559
36,64,36,03_28_2022,07_06_2022,,,0,,,,,07_06_2022,08_06_2022,,,0,,,,,08_06_2022,08_09_2022,,,0,,,,,08_09_2022,08_24_22,,,0,,,,,08_24_22,03_24_2023,,,0,,,,,03_24_2023,06_17_2023,,,0,,,,0.054741933,06_17_2023,07_31_2023,0.038427582,FALSE,0,0.191994607,0,0.054741933,0.098825093,07_31_2023,09_20_2023,,,0,,,0.098825093,
37,64,37,03_28_2022,07_06_2022,,,0,,,,,07_06_2022,08_06_2022,,,0,,,,,08_06_2022,08_09_2022,,,0,,,,,08_09_2022,08_24_22,,,0,,,,,08_24_22,03_24_2023,,,0,,,,0.486744646,03_24_2023,06_17_2023,19.21428094,FALSE,0,20.26139,18.16717189,0.486744646,0.560364411,06_17_2023,07_31_2023,0.100233911,TRUE,0.73673412,1.150052692,0,0.560364411,0.48945437,07_31_2023,09_20_2023,0.0226995,FALSE,0,1.025368526,0,0.48945437,0.513214656
10,64,10,03_28_2022,07_06_2022,,,0,,,,,07_06_2022,08_06_2022,,,0,,,,,08_06_2022,08_09_2022,,,0,,,,,08_09_2022,08_24_22,,,0,,,,,08_24_22,03_24_2023,,,0,,,,,03_24_2023,06_17_2023,,,0,,,,0.000974999,06_17_2023,07_31_2023,0.042815158,FALSE,0,0.044971862,0.040658454,0.000974999,0.001181705,07_31_2023,09_20_2023,0.019916971,FALSE,0,0.026450206,0.013383736,0.001181705,0.00535153
93,45,93,03_28_2022,07_06_2022,,,0,,,,,07_06_2022,08_06_2022,,,0,,,,,08_06_2022,08_09_2022,,,0,,,,,08_09_2022,08_24_22,,,0,,,,,08_24_22,03_24_2023,,,0,,,,,03_24_2023,06_17_2023,,,0,,,,,06_17_2023,07_31_2023,,,0,,,,,07_31_2023,09_20_2023,,,0,,,,
100,45,100,03_28_2022,07_06_2022,,,0,,,,,07_06_2022,08_06_2022,,,0,,,,,08_06_2022,08_09_2022,,,0,,,,,08_09_2022,08_24_22,,,0,,,,,08_24_22,03_24_2023,,,0,,,,,03_24_2023,06_17_2023,,,0,,,,0.010733737,06_17_2023,07_31_2023,0.052798663,TRUE,0.000121126,0.113860684,0,0.010733737,0.050328283,07_31_2023,09_20_2023,2.643848174,FALSE,0,5.09095485,0.196741498,0.050328283,2.396778392
91,45,91,03_28_2022,07_06_2022,,,0,,,,,07_06_2022,08_06_2022,,,0,,,,,08_06_2022,08_09_2022,,,0,,,,,08_09_2022,08_24_22,,,0,,,,,08_24_22,03_24_2023,,,0,,,,,03_24_2023,06_17_2023,,,0,,,,0.445117926,06_17_2023,07_31_2023,0.0994797,FALSE,0,1.09912839,0,0.445117926,0.554530763,07_31_2023,09_20_2023,0.052758631,FALSE,0,1.080448203,0,0.554530763,0.473158808
102,45,102,03_28_2022,07_06_2022,,,0,,,,,07_06_2022,08_06_2022,,,0,,,,,08_06_2022,08_09_2022,,,0,,,,,08_09_2022,08_24_22,,,0,,,,,08_24_22,03_24_2023,,,0,,,,0.11239312,03_24_2023,06_17_2023,0.04714323,FALSE,0,0.212849729,0,0.11239312,0.053313379,06_17_2023,07_31_2023,0.079622802,TRUE,0.004381957,0.217631896,0,0.053313379,0.084695714,07_31_2023,09_20_2023,,,0,,,0.084695714,
103,45,103,03_28_2022,07_06_2022,,,0,,,,,07_06_2022,08_06_2022,,,0,,,,,08_06_2022,08_09_2022,,,0,,,,,08_09_2022,08_24_22,,,0,,,,,08_24_22,03_24_2023,,,0,,,,,03_24_2023,06_17_2023,,,0,,,,,06_17_2023,07_31_2023,,,0,,,,,07_31_2023,09_20_2023,,,0,,,,
104,45,104,03_28_2022,07_06_2022,0.211021504,TRUE,0.003083484,0.459836237,0,0.078524851,0.170289882,07_06_2022,08_06_2022,0.029900429,FALSE,0,0.20802798,0,0.170289882,0.007837668,08_06_2022,08_09_2022,0.032807332,FALSE,0,0.061695421,0.003919244,0.007837668,0.02105042,08_09_2022,08_24_22,0.010565711,FALSE,0,0.12143026,0,0.02105042,0.089814129,08_24_22,03_24_2023,0.336668584,FALSE,0,0.552273904,0.121063264,0.089814129,0.125791191,03_24_2023,06_17_2023,,,0,,,0.125791191,,06_17_2023,07_31_2023,,,0,,,,,07_31_2023,09_20_2023,,,0,,,,
98,45,98,03_28_2022,07_06_2022,,,0,,,,,07_06_2022,08_06_2022,,,0,,,,,08_06_2022,08_09_2022,,,0,,,,,08_09_2022,08_24_22,,,0,,,,,08_24_22,03_24_2023,,,0,,,,,03_24_2023,06_17_2023,,,0,,,,0.103828078,06_17_2023,07_31_2023,0.05622035,FALSE,0,0.17725352,0,0.103828078,0.017205092,07_31_2023,09_20_2023,3.201198846,FALSE,0,4.705195443,1.697202248,0.017205092,1.486791505
159,45,159,03_28_2022,07_06_2022,,,0,,,,,07_06_2022,08_06_2022,,,0,,,,,08_06_2022,08_09_2022,,,0,,,,,08_09_2022,08_24_22,,,0,,,,,08_24_22,03_24_2023,,,0,,,,,03_24_2023,06_17_2023,,,0,,,,0.070389741,06_17_2023,07_31_2023,0.046245405,FALSE,0,0.134180382,0,0.070389741,0.017545236,07_31_2023,09_20_2023,3.059899332,FALSE,0,3.937348332,2.182450331,0.017545236,0.859903765
107,45,107,03_28_2022,07_06_2022,,,0,,,,,07_06_2022,08_06_2022,,,0,,,,,08_06_2022,08_09_2022,,,0,,,,,08_09_2022,08_24_22,,,0,,,,,08_24_22,03_24_2023,,,0,,,,,03_24_2023,06_17_2023,,,0,,,,0.129014607,06_17_2023,07_31_2023,0.114206256,TRUE,0.009795875,0.31770974,0,0.129014607,0.074488877,07_31_2023,09_20_2023,0.109295104,TRUE,0.005413229,0.279239105,0,0.074488877,0.095455124
108,45,108,03_28_2022,07_06_2022,,,0,,,,,07_06_2022,08_06_2022,,,0,,,,,08_06_2022,08_09_2022,,,0,,,,,08_09_2022,08_24_22,,,0,,,,,08_24_22,03_24_2023,,,0,,,,0.555606093,03_24_2023,06_17_2023,18.67742487,FALSE,0,19.80708978,17.54775996,0.555606093,0.574058818,06_17_2023,07_31_2023,0.664835286,TRUE,0.340552433,1.834144274,0,0.574058818,0.59525017,07_31_2023,09_20_2023,0.66659248,TRUE,0.309766207,1.809940833,0,0.59525017,0.548098182
160,45,160,03_28_2022,07_06_2022,,,0,,,,,07_06_2022,08_06_2022,,,0,,,,,08_06_2022,08_09_2022,,,0,,,,,08_09_2022,08_24_22,,,0,,,,,08_24_22,03_24_2023,,,0,,,,,03_24_2023,06_17_2023,,,0,,,,0.132130673,06_17_2023,07_31_2023,0.0956389,TRUE,0.03718746,0.382138415,0,0.132130673,0.154368841,07_31_2023,09_20_2023,0.044760297,FALSE,0,0.274901139,0,0.154368841,0.075772001
161,45,161,03_28_2022,07_06_2022,,,0,,,,,07_06_2022,08_06_2022,,,0,,,,,08_06_2022,08_09_2022,,,0,,,,,08_09_2022,08_24_22,,,0,,,,,08_24_22,03_24_2023,,,0,,,,,03_24_2023,06_17_2023,,,0,,,,0.008551467,06_17_2023,07_31_2023,0.034193095,TRUE,0.000217488,0.083865539,0,0.008551467,0.041120977,07_31_2023,09_20_2023,2.701057574,FALSE,0,4.189350889,1.21276426,0.041120977,1.447172337
162,45,162,03_28_2022,07_06_2022,,,0,,,,,07_06_2022,08_06_2022,,,0,,,,,08_06_2022,08_09_2022,,,0,,,,,08_09_2022,08_24_22,,,0,,,,,08_24_22,03_24_2023,,,0,,,,,03_24_2023,06_17_2023,,,0,,,,0.072997361,06_17_2023,07_31_2023,0.108054299,TRUE,0.000553885,0.230610155,0,0.072997361,0.049558495,07_31_2023,09_20_2023,0.148428856,TRUE,0.006523511,0.376611994,0,0.049558495,0.178624643
163,45,163,03_28_2022,07_06_2022,,,0,,,,,07_06_2022,08_06_2022,,,0,,,,,08_06_2022,08_09_2022,,,0,,,,,08_09_2022,08_24_22,,,0,,,,,08_24_22,03_24_2023,,,0,,,,,03_24_2023,06_17_2023,,,0,,,,0.075792296,06_17_2023,07_31_2023,0.078333784,TRUE,0.002790089,0.201184924,0,0.075792296,0.047058844,07_31_2023,09_20_2023,2.716175141,FALSE,0,4.993854099,0.438496182,0.047058844,2.230620115
164,45,164,03_28_2022,07_06_2022,,,0,,,,,07_06_2022,08_06_2022,,,0,,,,,08_06_2022,08_09_2022,,,0,,,,,08_09_2022,08_24_22,,,0,,,,,08_24_22,03_24_2023,,,0,,,,,03_24_2023,06_17_2023,,,0,,,,0.196181598,06_17_2023,07_31_2023,0.041068777,TRUE,0.104228663,0.432398108,0,0.196181598,0.195147733,07_31_2023,09_20_2023,0.018695275,TRUE,0.11963524,0.427541484,0,0.195147733,0.213698476
132,45,132,03_28_2022,07_06_2022,,,0,,,,,07_06_2022,08_06_2022,,,0,,,,,08_06_2022,08_09_2022,,,0,,,,,08_09_2022,08_24_22,,,0,,,,,08_24_22,03_24_2023,,,0,,,,,03_24_2023,06_17_2023,,,0,,,,0.013166066,06_17_2023,07_31_2023,0.004909487,FALSE,0,0.097661913,0,0.013166066,0.079586359,07_31_2023,09_20_2023,0.104407504,TRUE,0.007072258,0.280637699,0,0.079586359,0.096643836
128,45,128,03_28_2022,07_06_2022,0.525932179,FALSE,0,0.646435961,0.405428398,0.052927343,0.067576438,07_06_2022,08_06_2022,0.089078748,TRUE,0.008576831,0.263721299,0,0.067576438,0.107066113,08_06_2022,08_09_2022,0.010247379,TRUE,0.033321862,0.222913103,0,0.107066113,0.105599611,08_09_2022,08_24_22,0.031543507,TRUE,0.025790887,0.234452554,0,0.105599611,0.097309435,08_24_22,03_24_2023,0.098119375,TRUE,0.008347119,0.276505674,0,0.097309435,0.081076864,03_24_2023,06_17_2023,0.291922861,TRUE,0.008894139,0.659846327,0,0.081076864,0.286846602,06_17_2023,07_31_2023,,,0,,,0.286846602,,07_31_2023,09_20_2023,,,0,,,,0.231563989
125,45,125,03_28_2022,07_06_2022,,,0,,,,,07_06_2022,08_06_2022,,,0,,,,,08_06_2022,08_09_2022,,,0,,,,,08_09_2022,08_24_22,,,0,,,,,08_24_22,03_24_2023,,,0,,,,0.1005901,03_24_2023,06_17_2023,1.125811767,FALSE,0,1.229444237,1.022179298,0.1005901,0.003042369,06_17_2023,07_31_2023,0.026234546,FALSE,0,0.040946301,0.01152279,0.003042369,0.011669386,07_31_2023,09_20_2023,0.034154857,TRUE,0.000427119,0.091444317,0,0.011669386,0.045620074
121,45,121,03_28_2022,07_06_2022,,,0,,,,,07_06_2022,08_06_2022,,,0,,,,,08_06_2022,08_09_2022,,,0,,,,,08_09_2022,08_24_22,,,0,,,,,08_24_22,03_24_2023,,,0,,,,0.049864162,03_24_2023,06_17_2023,0.318333565,FALSE,0,0.853347925,0,0.049864162,0.485150198,06_17_2023,07_31_2023,0.030728808,FALSE,0,0.919152657,0,0.485150198,0.40327365,07_31_2023,09_20_2023,0.04718519,FALSE,0,0.926245252,0,0.40327365,0.475786411
120,45,120,03_28_2022,07_06_2022,0.105144534,TRUE,0.005956711,0.274645305,0,0.081802467,0.087698304,07_06_2022,08_06_2022,0.141504621,FALSE,0,0.260201086,0.022808156,0.087698304,0.030998161,08_06_2022,08_09_2022,0.040212922,TRUE,0.003018712,0.142421619,0,0.030998161,0.071210536,08_09_2022,08_24_22,0.387702797,FALSE,0,0.526522496,0.248883097,0.071210536,0.067609164,08_24_22,03_24_2023,,,0,,,0.067609164,,03_24_2023,06_17_2023,,,0,,,,,06_17_2023,07_31_2023,,,0,,,,0.279786571,07_31_2023,09_20_2023,,,0,,,0.279786571,
117,45,117,03_28_2022,07_06_2022,1.00825704,FALSE,0,1.236407219,0.78010686,0.0581048,0.170045379,07_06_2022,08_06_2022,2.834859923,FALSE,0,3.064002314,2.605717532,0.170045379,0.059097011,08_06_2022,08_09_2022,,,0,,,0.059097011,,08_09_2022,08_24_22,,,0,,,,,08_24_22,03_24_2023,,,0,,,,0.06359114,03_24_2023,06_17_2023,,,0,,,0.06359114,,06_17_2023,07_31_2023,,,0,,,,,07_31_2023,09_20_2023,,,0,,,,
116,45,116,03_28_2022,07_06_2022,,,0,,,,,07_06_2022,08_06_2022,,,0,,,,,08_06_2022,08_09_2022,,,0,,,,,08_09_2022,08_24_22,,,0,,,,,08_24_22,03_24_2023,,,0,,,,0.013706903,03_24_2023,06_17_2023,0.140180073,FALSE,0,0.23490253,0.045457617,0.013706903,0.081015553,06_17_2023,07_31_2023,0.097590865,TRUE,4.02E-05,0.198275944,0,0.081015553,0.019669525,07_31_2023,09_20_2023,,,0,,,0.019669525,
89,45,89,03_28_2022,07_06_2022,,,0,,,,,07_06_2022,08_06_2022,,,0,,,,,08_06_2022,08_09_2022,,,0,,,,,08_09_2022,08_24_22,,,0,,,,,08_24_22,03_24_2023,,,0,,,,0.21830441,03_24_2023,06_17_2023,0.212778538,TRUE,0.049199304,0.624020808,0,0.21830441,0.19293786,06_17_2023,07_31_2023,0.143631779,TRUE,0.03326747,0.46163139,0,0.19293786,0.125061751,07_31_2023,09_20_2023,2.790110869,FALSE,0,4.530451685,1.049770052,0.125061751,1.615279065
110,45,110,03_28_2022,07_06_2022,,,0,,,,,07_06_2022,08_06_2022,,,0,,,,,08_06_2022,08_09_2022,,,0,,,,,08_09_2022,08_24_22,,,0,,,,,08_24_22,03_24_2023,,,0,,,,,03_24_2023,06_17_2023,,,0,,,,0.054241176,06_17_2023,07_31_2023,0.765411453,FALSE,0,1.111103098,0.419719807,0.054241176,0.29145047,07_31_2023,09_20_2023,0.033226336,TRUE,0.23401695,0.602375982,0,0.29145047,0.277699176
109,45,109,03_28_2022,07_06_2022,0.150181014,TRUE,0.002620088,0.341813528,0,0.043771928,0.147860586,07_06_2022,08_06_2022,0.095819474,FALSE,0,0.26861891,0,0.147860586,0.024938849,08_06_2022,08_09_2022,0.027874964,TRUE,5.34E-05,0.061039829,0,0.024938849,0.008226016,08_09_2022,08_24_22,0.036991573,TRUE,0.000157964,0.085678109,0,0.008226016,0.04046052,08_24_22,03_24_2023,,,0,,,0.04046052,,03_24_2023,06_17_2023,,,0,,,,,06_17_2023,07_31_2023,,,0,,,,,07_31_2023,09_20_2023,,,0,,,,
158,45,158,03_28_2022,07_06_2022,,,0,,,,,07_06_2022,08_06_2022,,,0,,,,,08_06_2022,08_09_2022,,,0,,,,,08_09_2022,08_24_22,,,0,,,,,08_24_22,03_24_2023,,,0,,,,,03_24_2023,06_17_2023,,,0,,,,0.149799797,06_17_2023,07_31_2023,0.09946027,TRUE,0.049225261,0.420800306,0,0.149799797,0.171540238,07_31_2023,09_20_2023,0.056924065,FALSE,0,0.329682382,0,0.171540238,0.101218079
119,45,119,03_28_2022,07_06_2022,0.009614811,FALSE,0,0.091974263,0,0.06756505,0.014794402,07_06_2022,08_06_2022,0.059076628,FALSE,0,0.151352568,0,0.014794402,0.077481537,08_06_2022,08_09_2022,0.029613449,TRUE,0.008159991,0.158516295,0,0.077481537,0.051421309,08_09_2022,08_24_22,0.107804054,FALSE,0,0.2059334,0.009674707,0.051421309,0.046708037,08_24_22,03_24_2023,0.176073266,FALSE,0,0.253519884,0.098626648,0.046708037,0.030738581,03_24_2023,06_17_2023,0.064000586,TRUE,3.53E-06,0.128602589,0,0.030738581,0.033863422,06_17_2023,07_31_2023,0.01111987,TRUE,0.003395258,0.085407824,0,0.033863422,0.040424532,07_31_2023,09_20_2023,3.065656386,FALSE,0,5.169283629,0.962029142,0.040424532,2.063202712
34,45,34,03_28_2022,07_06_2022,0.045888236,FALSE,0,0.193149501,0,0.119218424,0.028042841,07_06_2022,08_06_2022,0.107183703,FALSE,0,0.202289623,0.012077783,0.028042841,0.067063079,08_06_2022,08_09_2022,0.05468359,TRUE,0.001209574,0.143403548,0,0.067063079,0.021656879,08_09_2022,08_24_22,0.025791322,FALSE,0,0.136285438,0,0.021656879,0.088837238,08_24_22,03_24_2023,0.073362511,TRUE,0.0009604,0.179951728,0,0.088837238,0.017751979,03_24_2023,06_17_2023,,,0,,,0.017751979,,06_17_2023,07_31_2023,,,0,,,,,07_31_2023,09_20_2023,,,0,,,,
46,45,46,03_28_2022,07_06_2022,,,0,,,,,07_06_2022,08_06_2022,,,0,,,,,08_06_2022,08_09_2022,,,0,,,,,08_09_2022,08_24_22,,,0,,,,,08_24_22,03_24_2023,,,0,,,,0.020983504,03_24_2023,06_17_2023,0.339531819,FALSE,0,0.846116511,0,0.020983504,0.485601187,06_17_2023,07_31_2023,0.047166452,FALSE,0,0.925007242,0,0.485601187,0.392239603,07_31_2023,09_20_2023,,,0,,,0.392239603,
55,45,55,03_28_2022,07_06_2022,1.034087565,FALSE,0,1.768686707,0.299488422,0.336482246,0.398116897,07_06_2022,08_06_2022,,,0,,,0.398116897,,08_06_2022,08_09_2022,,,0,,,,0.090378269,08_09_2022,08_24_22,0.055436036,FALSE,0,0.164022731,0,0.090378269,0.018208426,08_24_22,03_24_2023,0.030980081,FALSE,0,0.307278718,0,0.018208426,0.258090211,03_24_2023,06_17_2023,0.965317453,FALSE,0,1.287571481,0.643063424,0.258090211,0.064163817,06_17_2023,07_31_2023,0.280193982,TRUE,1.50E-05,0.561472528,0,0.064163817,0.217114728,07_31_2023,09_20_2023,,,0,,,0.217114728,
57,45,57,03_28_2022,07_06_2022,0.260411417,FALSE,0,0.630183471,0,0.038426608,0.331345446,07_06_2022,08_06_2022,0.204410735,FALSE,0,0.617185893,0,0.331345446,0.081429712,08_06_2022,08_09_2022,0.067551586,FALSE,0,0.151447828,0,0.081429712,0.00246653,08_09_2022,08_24_22,0.104428732,FALSE,0,0.138537746,0.070319718,0.00246653,0.031642484,08_24_22,03_24_2023,0.034773947,TRUE,1.24E-06,0.070063562,0,0.031642484,0.003647131,03_24_2023,06_17_2023,0.558132841,FALSE,0,0.698325539,0.417940142,0.003647131,0.136545567,06_17_2023,07_31_2023,0.043902914,FALSE,0,0.19767235,0,0.136545567,0.017223869,07_31_2023,09_20_2023,,,0,,,0.017223869,
59,45,59,03_28_2022,07_06_2022,0.315233735,TRUE,0.043634603,0.802300941,0,0.210854186,0.276213021,07_06_2022,08_06_2022,,,0,,,0.276213021,,08_06_2022,08_09_2022,,,0,,,,0.068642372,08_09_2022,08_24_22,,,0,,,0.068642372,,08_24_22,03_24_2023,,,0,,,,,03_24_2023,06_17_2023,,,0,,,,,06_17_2023,07_31_2023,,,0,,,,,07_31_2023,09_20_2023,,,0,,,,
60,45,60,03_28_2022,07_06_2022,,,0,,,,0.087698304,07_06_2022,08_06_2022,0.141504621,FALSE,0,0.260201086,0.022808156,0.087698304,0.030998161,08_06_2022,08_09_2022,0.040212922,TRUE,0.003018712,0.142421619,0,0.030998161,0.071210536,08_09_2022,08_24_22,0.051411727,TRUE,0.011585027,0.210374882,0,0.071210536,0.08775262,08_24_22,03_24_2023,,,0,,,0.08775262,,03_24_2023,06_17_2023,,,0,,,,0.591934268,06_17_2023,07_31_2023,1.217612438,FALSE,0,2.377399868,0.057825008,0.591934268,0.567853162,07_31_2023,09_20_2023,,,0,,,0.567853162,
53,45,53,03_28_2022,07_06_2022,,,0,,,,,07_06_2022,08_06_2022,,,0,,,,,08_06_2022,08_09_2022,,,0,,,,,08_09_2022,08_24_22,,,0,,,,,08_24_22,03_24_2023,,,0,,,,,03_24_2023,06_17_2023,,,0,,,,,06_17_2023,07_31_2023,,,0,,,,,07_31_2023,09_20_2023,,,0,,,,
