ParticleID,Ref1,Ref2,Ref3,Dist1,Dist2,Dist3
135,29,27,28,1.89,1.73,0.7
137,29,28,27,2.4,0.5,2.54
141,29,28,27,2.16,0.67,1.79
144,29,28,27,1.78,0.8,1.71
148,29,28,27,1.55,1.09,1.87
159,29,28,27,2.27,0.29,2.17
161,29,28,27,2.11,0.95,1.59
163,29,28,27,2.21,0.66,2.34
101,29,28,27,1.66,0.91,1.82
151,29,28,27,2.3,0.26,2.27
153,29,28,27,1.54,1.05,1.46
167,29,28,27,1.44,1.31,1.13
98,29,27,28,1.42,1.49,1.13
100,29,27,28,2.13,2.47,0.96
133,29,27,28,2.09,2.31,0.73
65,29,27,28,1.43,1.59,1.11
1045,29,27,28,2.15,2.31,0.59
1057,29,27,28,1.75,1.83,0.78
1063,29,27,28,2.8,3.08,1.84
1041,29,27,28,1.84,1.88,0.68
