ParticleID,X,Y,ConfidenceRadius
3.0,475295.2562024297,539904.7694216951,0.02999535785786629
113.0,475295.01330816373,539903.9987851997,0.06037152457969143
42.0,475293.97414426383,539904.6331232572,0.29340129907888735
4.0,475294.75587779976,539904.6029346084,0.195457404871694
105.0,475294.06902759493,539902.6280617395,0.0737150374536608
25.0,475294.9685263196,539905.0819126089,0.4037638306140694
30.0,475294.1012193514,539905.211481697,0.14183508755365878
99.0,475295.03045395314,539904.2636043354,0.10059821256428243
117.0,475295.01438171463,539904.1718843413,0.058104800179402755
26.0,475293.8111922318,539902.9285280929,0.2528781241086806
55.0,475293.18777635973,539903.3045361399,0.3364822460478924
71.0,475295.4853375734,539905.0371592363,0.012163350162242808
51.0,475294.62450300273,539903.4046055088,0.0571983104490596
80.0,475294.0351548915,539903.2081358214,0.07832603871987795
63.0,475293.28243146563,539903.3757628337,0.02092259285213041
87.0,475293.9434281471,539904.5002508062,0.15982110480987072
55.0,475293.48291113385,539902.6177187213,0.16286875790986274
7.0,475292.8851289185,539902.8478800511,0.1804986325743029
44.0,475293.1336688514,539902.8333269529,0.06795343283558947
13.0,475293.1037491529,539903.2684838303,0.14793933413004065
16.0,475292.99042081885,539902.9732384742,0.14347625158776406
112.0,475292.6193369981,539902.4783102857,0.14943061578907807
32.0,475292.89227696444,539902.2256123349,0.14598986460819666
59.0,475292.9457930526,539903.2325254813,0.21085418590693145
57.0,475293.1122057408,539902.5440238207,0.03842660769203615
104.0,475293.2827920115,539903.1228953007,0.07852485107663866
127.0,475293.0512319601,539902.975216634,0.08264950859870933
134.0,475293.0886869347,539902.623943189,0.048480479524436994
79.0,475292.66997192666,539902.4356298847,0.17815234676963682
17.0,475292.91809190577,539902.7525162053,0.1663035220630787
36.0,475292.97709505353,539902.7028861422,0.10621260480401445
44.0,475293.1329736687,539902.7227530825,0.055971285948643756
65.0,475292.97607834387,539902.6164121996,0.08499404189152962
22.0,475232.87890775566,539952.8745072897,0.40467852320811215
114.0,475232.30347018153,539955.0295838619,0.04784238000669968
90.0,475232.8053760931,539954.7703902974,0.11601383198522794
19.0,475232.99868819234,539953.9182164313,0.42286867678981815
106.0,475232.915413169,539955.1385919004,0.09435562490936487
49.0,475232.8638735485,539954.922767053,0.1659972897492754
128.0,475232.5061518641,539955.0867952245,0.052927343356747904
39.0,475233.00477877096,539955.0874167738,0.0688082561880305
120.0,475232.45976399624,539954.3253434715,0.0818024671070445
130.0,475232.97523666586,539954.8847568267,0.06840096599745987
123.0,475233.6496224313,539955.7792765648,0.15801776727713776
81.0,475232.9034792008,539955.1447189663,0.07096569318940091
48.0,475233.0731562693,539954.8503719554,0.05776290312205517
62.0,475232.0389445449,539954.7679908726,0.0765659307680211
8.0,475235.1624955993,539959.5996146296,0.07559925075963592
2.0,475235.8357539759,539959.9542874424,0.10117094156272323
43.0,475235.4613200243,539960.1152854428,0.0699967507587465
15.0,475235.39068244863,539959.5217198962,0.06054150745633683
94.0,475235.3294068929,539959.265143925,0.09342069970389588
95.0,475234.9839357231,539959.159759712,0.05854169781211396
109.0,475235.43423287384,539959.9855622185,0.043771927771776666
66.0,475235.79086356814,539959.8467617579,0.025804899040142687
73.0,475235.7667291237,539959.787175722,0.018130178456264637
129.0,475235.4333389904,539959.2953724256,0.10796157195540941
70.0,475235.658582949,539959.9655398414,0.027786567188284855
58.0,475235.6172627292,539959.4223353186,0.029318404591561514
136.0,475235.01888547005,539959.1568937694,0.06925722461695416
1.0,475238.66528581775,539969.4422778868,0.1276023286085845
41.0,475238.9551711045,539968.8740891045,0.02921556802843256
17.0,475238.94995492813,539969.315545809,0.004791179059103713
29.0,475238.6941311883,539968.8869986581,0.013706024771660608
119.0,475238.5569884481,539968.7927225846,0.06756505030981907
45.0,475239.00626241806,539969.4832006335,0.008813610934181421
20.0,475237.74846553075,539969.4442236801,0.26157777238438934
34.0,475238.425679937,539969.1693565538,0.11921842368072907
64.0,475238.68727872916,539968.754051387,0.025814329011622426
56.0,475238.4539404342,539969.1146386365,0.04495760709042851
78.0,475238.92773238913,539969.4697715956,0.09072773647765822
2.0,475238.9939890779,539968.4977423385,0.03585608599126783
14.0,475238.84888622776,539968.7740162057,0.028095186918096857
43.0,475238.6993376615,539969.2108527621,0.06884723405618887
58.0,475238.8179868804,539968.8982923821,0.04301115203534599
