ParticleID,X,Y,ConfidenceRadius
3.0,475295.17851196526,539904.8215140925,0.07510153315207795
25.0,475293.1638887718,539902.5708096353,0.3092465162173285
30.0,475294.0392964054,539905.1002164711,0.07868216548752964
99.0,475294.62607156887,539903.338818563,0.17905303795598915
54.0,475294.7752152395,539904.9509859417,0.10197286647568347
87.0,475293.89773180423,539904.469777035,0.10737514427007193
33.0,475293.46728680545,539903.0429600166,0.013331263609496604
26.0,475293.91814548266,539902.8298022716,0.11019357393226888
55.0,475293.004556043,539903.4107868698,0.09037826919206769
80.0,475293.65044713765,539903.2293938034,0.0060622071577668074
63.0,475293.1610873882,539902.9477822024,0.03654635258253576
1026.0,475293.80081690574,539902.6069854456,0.004842691166111534
1055.0,475293.1814712438,539902.1860369515,0.2428645219131924
1036.0,475293.07653564605,539902.4655627481,0.3843847975892235
7.0,475292.86082484457,539902.8829415605,0.1376211698623361
44.0,475293.0863863894,539902.8682450388,0.06627058087979987
13.0,475293.0028837661,539903.4171723254,0.10727785165849003
16.0,475292.9551790703,539902.9722083877,0.10793639407031529
112.0,475292.65438861656,539902.4463355427,0.1263857895541735
32.0,475292.41517314763,539901.7849842954,0.011938766282503635
59.0,475292.922219185,539903.3767639176,0.06864237238507861
57.0,475293.0362240153,539902.1889572064,0.0024665301190792436
104.0,475293.21743023576,539903.2991496746,0.02105042040217424
127.0,475293.02897023945,539903.0081806391,0.01246648206539956
134.0,475293.020694335,539902.5655317818,0.027177761713082785
79.0,475292.3694768957,539901.8082582204,0.05843423460773967
1017.0,475292.85650710756,539902.5715307568,0.0804599196973725
1044.0,475293.04637592984,539902.7169738561,0.05543016760435156
1065.0,475292.9423032185,539902.6210717914,0.05335078939707869
114.0,475232.21848369093,539954.5361007497,0.17410146937071996
90.0,475232.80730111414,539954.7783559238,0.10781914467109573
19.0,475233.25502796704,539955.1470345557,0.07360758674308963
106.0,475232.90769865224,539955.1049289508,0.13088350361678208
49.0,475232.7283692668,539954.8788268041,0.09179499866834977
128.0,475232.08555980725,539954.7833394898,0.10559961140217847
39.0,475232.9520629028,539955.1138587515,0.09895400293194534
120.0,475232.444707158,539954.4109660689,0.07121053562703088
60.0,475232.444707158,539954.4109660689,0.07121053562703088
130.0,475232.97842708806,539954.953775641,0.03378900384398863
81.0,475232.8069077121,539955.0970082568,0.08551777485344403
1006.0,475232.8703407087,539955.0686454717,0.05737705397125798
1048.0,475233.0504289723,539954.8030025818,0.052670925293534565
1062.0,475232.0071471978,539954.6034352296,0.12046176035997125
8.0,475235.18738741515,539959.6311049872,0.11414860963036659
2.0,475235.46590106795,539959.9232244279,0.004845966227511998
43.0,475235.43096628267,539960.2271901105,0.10588060204083617
15.0,475235.3040182991,539959.2522637205,0.08692428326823756
94.0,475235.1807113178,539959.1573261904,0.053664322620587096
95.0,475234.9745556547,539959.1316344846,0.050907044053758156
109.0,475235.4071720179,539960.0165538784,0.008226015781454842
73.0,475235.5205327254,539959.7796350177,0.07178917717866565
129.0,475235.0748896293,539958.827661552,0.05275957055199163
70.0,475235.372058246,539959.9974399486,0.016035353982127378
58.0,475235.43445290235,539959.2385610229,0.23625483141999523
136.0,475235.01426917576,539959.1127753897,0.013519597873616337
1.0,475238.731321267,539969.3169895929,0.10099893770478094
41.0,475238.9217958402,539968.9207405893,0.06570607156653646
17.0,475238.9703036729,539969.2495961785,0.028975501447809263
29.0,475238.6884045254,539968.9692515141,0.06822862440795212
119.0,475238.56692145887,539968.8162503109,0.051421308994773776
45.0,475238.9989322449,539968.8543706238,0.1794655838288305
20.0,475238.6247323382,539968.7687043126,0.05741749461426806
34.0,475238.37233411736,539969.1848790984,0.021656878793619255
64.0,475238.62798501045,539968.8464671416,0.0641618846462553
56.0,475238.4790229027,539969.136572447,0.07512418611545996
78.0,475238.7968407394,539969.513624731,0.03701973194604953
1058.0,475238.76316352375,539968.9385776235,0.05307813246003931
