ParticleID,X,Y,ConfidenceRadius
3.0,475295.1947431383,539904.8219524267,0.21909475011844506
30.0,475294.0634524207,539905.0907360674,0.012835592000460899
87.0,475293.8802872544,539904.4202676023,0.06164784654916969
105.0,475294.1714482664,539902.6286341908,0.011748237992402941
25.0,475292.7876142408,539902.6667421957,0.047198369741500074
99.0,475294.4212809464,539903.6399850749,0.023423339242058378
33.0,475293.46728680545,539903.0429600166,0.013331263609496604
26.0,475293.864734497,539902.863905563,0.023138570767278384
54.0,475293.6853652456,539903.3600335965,0.43195500765940487
55.0,475293.0539468204,539903.4359603722,0.018208425569231024
80.0,475293.64056708827,539903.2643009508,0.07539600793659734
63.0,475293.0426606753,539902.9874715934,0.00045191330195336966
1026.0,475293.7784485018,539902.6348675211,0.013420914737137817
1055.0,475293.22083239304,539902.0879890536,0.011315573810160509
7.0,475292.7850821843,539902.911978078,0.015760634123902814
44.0,475293.0484937175,539902.8741805264,0.0036239085340025088
13.0,475292.9371022485,539903.4374862933,0.09994220580190538
16.0,475292.8068756261,539902.9606668134,0.089284677239059
112.0,475292.66052692686,539902.4887290638,0.03666875975272661
32.0,475292.42871334055,539901.7276391162,0.11884365274720986
57.0,475293.1212037671,539902.1282628758,0.0316424839008548
104.0,475293.2081086466,539903.2941755189,0.08981412897393025
127.0,475292.95663341344,539903.0350027953,0.019694877139919832
134.0,475293.02540728665,539902.5002488709,0.028764696254014066
79.0,475292.41257982276,539901.9214991975,0.06036802115197856
1017.0,475292.6865804308,539902.5290388651,0.12089575344174278
1036.0,475292.97283276235,539902.1156357873,0.07345306198026123
1044.0,475292.65026544477,539902.7291071089,0.13947645573462603
1065.0,475292.9511902994,539902.6362919415,0.06877846888134814
114.0,475232.27326635557,539954.6125349327,0.006956846848233594
90.0,475232.81640044553,539954.6298689146,0.13470829405683873
19.0,475233.19173023175,539955.1719161876,0.006700750500939719
106.0,475232.90023764875,539955.0676210689,0.060546705529344255
49.0,475232.7311913069,539954.7583754748,0.051191750021065574
128.0,475232.06182371295,539954.8041142501,0.09730943533811982
47.0,475233.15227572527,539954.6128780566,0.0880753545666035
39.0,475232.98454803525,539955.0437085652,0.06934454950193841
120.0,475232.20457173645,539954.1065840096,0.0676091638062455
60.0,475232.43189476343,539954.3611764293,0.0877526196240166
130.0,475232.996423889,539954.9064318207,0.016023000148895558
81.0,475232.81876451615,539955.060457911,0.015520655856934464
1048.0,475233.0704192614,539954.719701307,0.03554271880691021
1062.0,475232.0042509806,539954.600827529,0.06620924990740566
8.0,475235.22890639195,539959.623531696,0.11064273492260294
2.0,475235.51671455655,539959.9889292658,0.06759339184090603
43.0,475235.4652728462,539960.1588895267,0.10665578659392468
15.0,475235.26654894487,539959.0678338221,0.13168990871411967
94.0,475235.219354354,539959.0231479434,0.07842235153359199
95.0,475234.9654912445,539959.1669984624,0.08002655712695543
109.0,475235.4392105588,539959.9980631131,0.04046052010445823
66.0,475234.75968489883,539958.2131681804,0.17199130470175544
73.0,475235.24283246155,539959.7079833979,0.042584850905865
129.0,475235.05882334133,539958.8210161383,0.12394194201314106
70.0,475235.3599035453,539959.9771804763,0.07839890950480362
58.0,475235.2322897026,539958.8693514225,0.10765752674845502
136.0,475234.9826040985,539959.1088463353,0.09697200309621816
1039.0,475235.4180439774,539959.5847581959,0.13312709228613642
1.0,475238.68317140994,539969.3393975396,0.2075391369945409
41.0,475238.8864389911,539968.8651071243,0.06346603921549762
17.0,475238.97966087353,539969.2797060221,0.08843351908890586
29.0,475238.6329780141,539968.950875356,0.03163367982159053
119.0,475238.4934557313,539968.895145817,0.046708037495226916
45.0,475239.0322082839,539968.8442819522,0.034180369965363847
20.0,475238.5999861213,539968.7874183779,0.031245564896484616
34.0,475238.37985938997,539969.2095481589,0.08883723793237762
64.0,475238.60946803633,539968.8466262686,0.037758979190816985
56.0,475238.4787199232,539969.1339434452,0.18389452287931315
78.0,475238.83043094195,539969.5455356926,0.18790533473284324
1002.0,475239.0126213065,539968.5233769711,0.04528919061587049
1058.0,475238.71430609777,539968.955014232,0.030667399727514023
