ParticleID,X,Y,ConfidenceRadius
3.0,475295.1008671269,539904.8210067464,0.009599141909514467
4.0,475294.8489672632,539904.2633640191,0.08453834971709616
105.0,475294.0803375801,539902.797847725,0.09818948204166467
25.0,475294.2199014365,539904.3907933823,0.05481589003178876
30.0,475293.91347804136,539904.7121281088,0.027589048557121184
88.0,475295.02218445,539904.2891299155,0.11606694871982443
67.0,475294.34734741895,539904.7950768629,0.06814891367362011
7.0,475292.8964982061,539902.6219773911,0.11507700346782965
44.0,475292.46220081276,539901.0716504893,0.014982133267193139
24.0,475292.2535874166,539902.7713083945,0.12414013436487865
13.0,475292.75242604624,539902.4898952241,0.11703637758481154
16.0,475288.76019555633,539900.0328130132,0.686456729282638
112.0,475288.79239817103,539900.477127223,0.10236674416659514
55.0,475292.82091633766,539902.4769034359,0.06416381698980327
57.0,475292.74627256766,539901.7282121874,0.13654556737321827
87.0,475292.5330229159,539902.4843668063,0.034616388060223775
71.0,475291.5727616145,539903.5014791159,0.5049446397774593
80.0,475291.62364099454,539901.3384677913,0.07489708218867845
127.0,475290.8381652468,539900.4350104275,0.10713649459995485
1065.0,475288.8192249863,539900.4859908858,0.17133879938310817
6.0,475291.5556184205,539900.9524486121,0.40452113358719427
92.0,475290.77842723625,539900.951814553,0.018639628707212922
96.0,475290.9841334696,539900.9144092132,0.06780140801996062
12.0,475290.8844029,539900.4823195656,0.04404431380728664
125.0,475291.5451818286,539901.2770169876,0.003042369212437119
68.0,475289.96074145613,539900.161011254,0.27738338976430127
77.0,475291.8072738471,539901.6746250662,0.011801735009338366
69.0,475290.586794144,539900.5569069589,0.020890466762854717
74.0,475290.8378987712,539900.8747992375,0.07042777527311911
36.0,475291.16573652584,539900.5347529802,0.05474193277069401
107.0,475290.62030365336,539900.773600892,0.12901460688292965
132.0,475290.8871661808,539901.2720461168,0.013166066261970292
62.0,475290.1788003372,539900.0369384708,0.15251031322792416
85.0,475294.9682590156,539903.4077818627,0.7161613297702412
1049.0,475289.2362223938,539899.8508236014,0.0745699944747437
1052.0,475289.5685034141,539899.9684088668,0.04179643819525288
165.0,475294.0128492946,539904.6167219329,0.46853486827766827
